1200538,120 Minute IPA,Dogfish Head Craft Brewery,IPA - Triple,(4.27), 18% ABV , 120 IBU ," 130,215 Ratings ", Added 08/21/10 ,/dogfishbeer
1200539,Barrel Fever,Wasatch Brewery,Doppelbock,(3.78), 9.5% ABV , No IBU , 104 Ratings , Added 03/24/15 ,/wasatchbrewery
1200540,Grand Cru (Seasonal),Sin City Brewing Co.,Blonde Ale - Belgian Blonde / Golden,(3.33), No ABV , No IBU , 13 Ratings , Added 08/15/15 ,/w/sin-city-brewing-co/6153
1200541,Big Bad Leroy Brown,Triple J Chophouse & Brew Co,Brown Ale - American,(3.44), 6.2% ABV , 92 IBU , 27 Ratings , Added 08/15/15 ,/w/triple-j-chophouse-brew-co/6375
1200542,Blood On the Blade,Backpocket Brewing,IPA - Red,(3.69), 6.5% ABV , 70 IBU ," 3,147 Ratings ", Added 11/08/14 ,/BackpocketBrewing
1200543,Gouden Foeder,The Libertine Brewing Company,Golden Ale,(3.65), 4.6% ABV , No IBU , 200 Ratings , Added 08/15/15 ,/LibertinePub
1200544,Canyon Road Red,Laguna Beach Beer Company,Red Ale - American Amber / Red,(3.47), 5.5% ABV , 22 IBU , 430 Ratings , Added 08/15/15 ,/LagunaBeachBeerCompany
1200545,Project Dank 08/11/15,La Cumbre Brewing Company,IPA - American,(4.46), No ABV , No IBU , 67 Ratings , Added 08/15/15 ,/LaCumbreBrewingCompany
1200549,Garden Party,Blue Nose Brewery,Lager - Pale,(3.42), 5.2% ABV , No IBU , 112 Ratings , Added 08/15/15 ,/BlueNoseAdmin
1200550,Wild Choke Cherry Mead,Hidden Legend Winery,Mead - Other,(3.68), 12.5% ABV , No IBU , 15 Ratings , Added 08/15/15 ,/w/hidden-legend-winery/20335
1200553,New Horizon,Seventh Son Brewing Company,Rye Beer,(3.71), 7.2% ABV , 30 IBU , 198 Ratings , Added 08/04/15 ,/SeventhSonBrewingCo
1200556,Utterback American Pale Ale,Ruhstaller,Pale Ale - American,(3.45), 7% ABV , No IBU , 11 Ratings , Added 08/15/15 ,/RuhstallerBeer
1200557,Wrath of Rocky,Tyranena Brewing,Brown Ale - Imperial / Double,(4.08), 7.5% ABV , 29 IBU ," 1,960 Ratings ", Added 05/07/15 ,/tyranena
1200558,Pentagram (2015),Surly Brewing Company,Sour - Ale,(4.05), 6.66% ABV , No IBU ," 9,857 Ratings ", Added 03/29/15 ,/SurlyBrewingCompany
1200560,Kriek Tisane,Unity Vibration,Kombucha,(3.75), 6% ABV , No IBU , 355 Ratings , Added 08/05/15 ,/UnityVibration
1200562,Double,Enegren Brewing Company,Belgian Dubbel,(3.74), 7.2% ABV , No IBU , 55 Ratings , Added 08/08/15 ,/EnegrenBrewing
1200563,Fix 1864 Spezial,The Lion Brewery,Lager - Euro,(2.93), 5.4% ABV , No IBU ," 1,113 Ratings ", Added 07/29/14 ,/TheLionBrewery
1200564,Peach-ish Pale Ale,Palisade Brewing Company,Pale Ale - American,(3.52), 6% ABV , 5 IBU , 12 Ratings , Added 08/15/15 ,/PalisadeBrewingCompany
1200565,Lionheart Original,Minneapolis Cider Company,Cider - Other,(3.6), 6% ABV , No IBU , 880 Ratings , Added 06/07/15 ,/LionheartCider
1200568,Longwood Seasons: Summer Zest,Victory Brewing Company,Saison / Farmhouse Ale,(3.69), 5.2% ABV , No IBU , 745 Ratings , Added 06/29/15 ,/victorybeer
1200569,Bishop's Tipple Trippel,Main Street Brewery (Lamppost Pizza) (California),Belgian Tripel,(3.81), 9.1% ABV , No IBU , 989 Ratings , Added 04/05/13 ,/w/main-street-brewery-lamppost-pizza-california/7337
1200575,"Go To IPA with Fresh Nectarines, Cardamon and Black Peppercorns",Stone Brewing,IPA - Session / India Session Ale,(3.65), 4.5% ABV , 65 IBU , 34 Ratings , Added 08/15/15 ,/StoneBrewing
1200576,Haddy,Reformation Brewery,Witbier,(3.59), 4.8% ABV , 16 IBU ," 3,373 Ratings ", Added 07/28/15 ,/ReformationBrewery
1200577,Violet Beauregarde,Escape Craft Brewery,Fruit Beer,(3.4), 5% ABV , 17 IBU , 167 Ratings , Added 08/15/15 ,/w/escape-craft-brewery/120551
1200579,Death From Above Chilli Redux,Garage Project,Other,(3.96), 7.5% ABV , No IBU , 21 Ratings , Added 08/15/15 ,/garageproject
1200580,Replicale 2015,Blue Nose Brewery,Saison / Farmhouse Ale,(3.54), 5.2% ABV , No IBU , 114 Ratings , Added 08/15/15 ,/BlueNoseAdmin
1200587,Ale to the Queen,LTD Brewing Co,Brown Ale - English,(3.59), 5.7% ABV , 24 IBU , 537 Ratings , Added 10/29/14 ,/LTDBrewingCo
1200589,ExQuadrilha da Fuma�a,Bamberg Bier,Bock,(3.87), 6.5% ABV , No IBU , 483 Ratings , Added 06/30/15 ,/w/bamberg-bier/5438
1200590,Jinja Juice,Woodfour Brewing Company,Sour - Ale,(3.7), 4.8% ABV , No IBU , 329 Ratings , Added 07/18/15 ,/WoodfourBrewingCompany
1200591,Blueprint Session IPA,Aslan Brewing Company,IPA - Session / India Session Ale,(3.7), 4.2% ABV , 42 IBU , 570 Ratings , Added 02/21/15 ,/AslanBrewingCompany
1200592,Black Is the New Orange,Lagabi�re,Stout - Other,(3.71), 6% ABV , No IBU , 483 Ratings , Added 08/18/15 ,/Lagabiere
1200595,GPA,Three Nations Brewing,Pale Ale - International,(3.65), 5.2% ABV , 32 IBU ," 7,488 Ratings ", Added 05/29/15 ,/3NationsBrewing
